29,80,78
29,80,82
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,80,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
29,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,81,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
30,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
31,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
32,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
33,82,
34,82,
34,82,
34,82,
34,82,
34,82,
34,82,
34,82,
34,82,
34,81,
34,81,
34,81,
34,81,
34,81,
34,81,
34,81,
34,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
35,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
36,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
37,81,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
38,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
39,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
40,80,
41,80,
41,80,
41,80,
41,80,
41,80,
41,80,
41,80,
41,80,
41,80,
41,80,
41,80,
41,80,
41,79,
41,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
42,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
43,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
44,79,
45,79,
45,79,
45,79,
45,79,
45,79,
45,79,
45,79,
45,79,
45,79,
45,78,
45,78,
45,78,
46,78,
46,79,
46,79,
46,79,
46,79,
46,79,
46,79,
46,78,
46,78,
46,78,
46,78,
46,78,
46,78,
46,78,
46,78,
46,78,
47,78,
47,78,
47,78,
47,78,
47,78,
47,78,
47,78,
47,78,
47,78,
47,78,
47,78,
47,78,
47,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
48,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
49,78,
50,78,
50,79,
50,79,
50,79,
50,79,
50,79,
50,79,
50,79,
50,79,
50,79,
50,79,
50,79,
50,79,
50,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
51,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,79,
52,80,
52,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
53,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
54,80,
55,80,
55,80,
55,80,
55,80,
55,80,
55,80,
55,80,
55,81,
55,81,
55,81,
55,81,
55,81,
55,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
56,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
57,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
58,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
59,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
60,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
61,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
62,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
63,81,
64,81,
64,81,
64,81,
64,81,
64,81,
64,81,
64,81,
64,81,
64,80,
64,80,
64,80,
64,80,
64,80,
64,80,
64,80,
64,80,
65,81,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
65,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
66,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
67,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
68,80,
69,80,
69,80,
69,80,
69,80,
69,80,
69,79,
69,79,
69,79,
69,79,
69,79,
69,79,
69,79,
69,79,
69,79,
69,80,
69,80,
69,80,
70,80,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
70,79,
71,79,
